date,TMK,TNK,TXK
2020-01-16,7.2,3.8,11.2
2020-01-15,11.1,5.8,12.5
2020-01-14,10,7.9,12
2020-01-13,7,5.3,8.4
2020-01-12,5.6,3.4,8.1
2020-01-11,3.6,0.5,6
2020-01-10,7.3,1.6,11.4
2020-01-09,11.3,9,12.8
2020-01-08,8.9,6.1,10.2
2020-01-07,5.8,3.6,7.5
2020-01-06,4.5,1.7,5.7
2020-01-05,4.9,1.4,6.5
2020-01-04,4.4,2,6.2
2020-01-03,7,3.4,9.1
2020-01-02,0.1,-4,5
2020-01-01,-0.8,-3.3,2.8
2019-12-31,2.9,-1.4,4.8
2019-12-30,5.9,2.3,9.4
2019-12-29,0,-3.2,4.7
2019-12-28,-0.5,-2.5,1.9
2019-12-27,2.7,-0.6,5.6
2019-12-26,4.9,2.8,6.6
2019-12-25,6.8,5.4,7.8
2019-12-24,7,5.1,9
2019-12-23,7.1,5.8,8
2019-12-22,7.4,4.6,10.1
2019-12-21,7.6,4.3,9.8
2019-12-20,9.9,6.7,13.9
2019-12-19,9.2,3.7,14
2019-12-18,6.7,2.7,9.9
2019-12-17,11.5,5.9,15.7
2019-12-16,7.1,4,9.4
2019-12-15,7,4.8,9.1
2019-12-14,5,2.8,6.6
2019-12-13,3.2,1.7,5.6
2019-12-12,3.8,1.8,6.1
2019-12-11,4.1,3.1,5.9
2019-12-10,3.2,0.2,5.9
2019-12-09,6.1,2.7,7.4
2019-12-08,8.9,6.8,10.5
2019-12-07,8.3,7.9,9
2019-12-06,5.1,2,8.3
2019-12-05,0.4,-2.6,2.4
2019-12-04,2.4,-1.2,6.2
2019-12-03,5.1,2.4,6.8
2019-12-02,2,-1.1,4.6
2019-12-01,-0.8,-3,1.2
2019-11-30,1.4,-2.8,5.4
2019-11-29,5.2,1.7,7.4
2019-11-28,9.5,7.3,10.9
2019-11-27,9.9,8.1,12.4
2019-11-26,8.5,4.9,10.9
2019-11-25,5.2,2.6,7.2
2019-11-24,5.2,2.2,10.6
2019-11-23,5.7,3.1,9.5
2019-11-22,5,2.6,8.9
2019-11-21,2.9,0,5.6
2019-11-20,1.6,0.1,3.8
2019-11-19,4.1,0.9,6.2
2019-11-18,4.4,3.5,5.9
2019-11-17,2.3,-1,4.5
2019-11-16,4.4,1.2,6.9
2019-11-15,3.8,1.3,6.5
2019-11-14,4.6,1.7,7.4
2019-11-13,4.6,2.1,6.7
2019-11-12,4.6,1.8,6.7
2019-11-11,3.7,-0.1,6.5
2019-11-10,2.7,-0.7,8.1
2019-11-09,4.5,1.6,6.8
2019-11-08,5.4,2.1,9.9
2019-11-07,7.1,4,10.5
2019-11-06,7.2,3.3,9
2019-11-05,8.5,6.3,10.5
2019-11-04,10.5,7.9,12.9
2019-11-03,11.7,10,14.1
2019-11-02,13.2,11,15.4
2019-11-01,5.2,-0.6,11.7
2019-10-31,3.2,-0.1,8.2
2019-10-30,4.2,0.2,8.8
2019-10-29,5.8,1.9,10.6
2019-10-28,7,3.6,11.9
2019-10-27,10.3,5.9,17.5
2019-10-26,16.4,13.4,19.5
2019-10-25,14,12.1,16
2019-10-24,14.5,8.9,19.8
2019-10-23,11.8,9,15.9
2019-10-22,10.8,7.8,13.9
2019-10-21,13.9,9.6,18.5
2019-10-20,11.7,10.7,12.6
2019-10-19,12.3,10,15.2
2019-10-18,13,10.2,17.8
2019-10-17,14.5,13.5,16.3
2019-10-16,13.4,11.3,15.8
2019-10-15,15.9,12.6,19.6
2019-10-14,16.7,11.5,22.5
2019-10-13,19.2,14.5,23.3
2019-10-12,16.3,14.6,18.3
2019-10-11,14.1,11.8,16.3
2019-10-10,11.4,9.2,13.6
2019-10-09,12.1,10.3,14.3
2019-10-08,12.7,11.2,14.9
2019-10-07,9.6,4.3,13.7
2019-10-06,8.5,6.7,10.7
2019-10-05,9.5,6.5,13.4
2019-10-04,9.9,8.5,12.5
2019-10-03,9.9,8.4,13.6
2019-10-02,10.1,8,13.2
2019-10-01,14.8,10.7,17.1
2019-09-30,14,12.2,16.4
2019-09-29,15,13.6,16.1
2019-09-28,14.7,12.5,17.5
2019-09-27,15.8,13.4,19.6
2019-09-26,16.2,14.3,17.6
