date,TMK,TNK,TXK
2020-01-16,7.2,1.7,12.5
2020-01-15,11.3,5.6,14
2020-01-14,11,10,12.7
2020-01-13,7.8,5,11
2020-01-12,6.6,4.2,8.2
2020-01-11,5.1,3.4,7.2
2020-01-10,7.4,2.6,10.7
2020-01-09,12,10.5,13.1
2020-01-08,10.4,7,11.7
2020-01-07,6.9,4.4,9.3
2020-01-06,5.3,1.7,7.1
2020-01-05,6.4,5.8,7.4
2020-01-04,5.4,3.1,7.5
2020-01-03,8.2,3.8,9.7
2020-01-02,2.4,-1.1,8
2020-01-01,-0.3,-3.7,4
2019-12-31,3.2,1.7,4.4
2019-12-30,3.4,-1.9,10.6
2019-12-29,0,-2.6,2.7
2019-12-28,0.4,-1.3,3.1
2019-12-27,5.5,3,6
2019-12-26,5.3,4.1,5.9
2019-12-25,7.3,5.1,8.8
2019-12-24,8.5,6.4,10.9
2019-12-23,7.7,6.2,8.8
2019-12-22,7.7,5.1,10.1
2019-12-21,7.6,5.2,9.8
2019-12-20,11.3,7.8,14.8
2019-12-19,10.2,6.9,14.7
2019-12-18,7.7,5.3,10.3
2019-12-17,12.3,7.8,16.2
2019-12-16,7.3,3.4,9.6
2019-12-15,7.7,3.3,11.2
2019-12-14,6.1,4.6,8.1
2019-12-13,5.1,3.3,7.3
2019-12-12,5,4,6.3
2019-12-11,5.6,4.5,7.5
2019-12-10,4.3,1.4,7.5
2019-12-09,6.6,3.3,8
2019-12-08,9.3,5.5,11.1
2019-12-07,8.9,8.2,9.4
2019-12-06,5.5,1,8.5
2019-12-05,0.5,-3.2,4.7
2019-12-04,0.8,-1.7,5.7
2019-12-03,4,-0.9,6.8
2019-12-02,2.3,-0.8,5.6
2019-12-01,1.4,-0.7,4
2019-11-30,1.9,-0.6,6.2
2019-11-29,5.7,0.8,8.4
2019-11-28,9.7,8.1,10.9
2019-11-27,10.9,8.7,13.2
2019-11-26,9.6,6,12.7
2019-11-25,6.7,3.6,11.4
2019-11-24,4.6,0.9,11.1
2019-11-23,6.1,2,10.6
2019-11-22,5.8,2.7,9.5
2019-11-21,2.4,-1,5.2
2019-11-20,2,-1.2,6.3
2019-11-19,4.6,0,7.6
2019-11-18,5.1,3.7,6.8
2019-11-17,2,-1.3,5.2
2019-11-16,3.7,-0.2,8.4
2019-11-15,3.8,1.3,5.8
2019-11-14,5.3,2.4,8.4
2019-11-13,5.7,4,7.9
2019-11-12,5.2,3.9,7.5
2019-11-11,4.4,-1,8.2
2019-11-10,1.8,-1.6,8
2019-11-09,4.8,-0.2,8.3
2019-11-08,4.9,0.9,9.9
2019-11-07,7.9,5.2,10.8
2019-11-06,8.4,6.7,10
2019-11-05,9.6,8.4,11.4
2019-11-04,10.5,8.9,12.8
2019-11-03,11.4,9.3,14
2019-11-02,13.7,10.6,15.8
2019-11-01,7.9,2.2,13.9
2019-10-31,3.5,-0.6,9.6
2019-10-30,3.3,0,8.1
2019-10-29,6.9,2.5,11.5
2019-10-28,6.8,2.6,12.2
2019-10-27,9.8,4.4,17.3
2019-10-26,17.2,14.3,20.3
2019-10-25,14.4,11.3,16.6
2019-10-24,14.4,9.2,20.3
2019-10-23,12.6,10.7,15.7
2019-10-22,12.4,9.9,15.7
2019-10-21,13.2,11.5,16.8
2019-10-20,11.1,10.4,12.1
2019-10-19,12.4,10.9,14.6
2019-10-18,13,11.3,16.4
2019-10-17,14.4,12.7,16.1
2019-10-16,13.5,10.7,15.7
2019-10-15,14.5,12.3,17.3
2019-10-14,17.1,11.9,22.8
2019-10-13,19.6,15.5,25.2
2019-10-12,16.2,13,19
2019-10-11,15,11.7,17.2
2019-10-10,12.4,9.6,16.3
2019-10-09,12,9.9,15
2019-10-08,13,11.6,16
2019-10-07,11.3,8.7,14.4
2019-10-06,9.1,8.4,10
2019-10-05,10,8.4,12.9
2019-10-04,11.4,8.8,13.9
2019-10-03,10.7,7.4,14.6
2019-10-02,11,8.4,14.8
2019-10-01,15.5,13.3,17.7
2019-09-30,15.2,13.1,18.3
2019-09-29,15.9,14.1,18
2019-09-28,14.9,13.4,18
2019-09-27,15.8,12.8,20.5
2019-09-26,16.7,14,19.5
2019-09-25,15.7,12.7,18.4
2019-09-24,15,11.8,19.4
2019-09-23,16.3,13.3,20.5
2019-09-22,18.8,10.4,27.6
2019-09-21,15.5,6.8,24.7
2019-09-20,11.6,3.4,20
2019-09-19,10.3,2.7,17.4
2019-09-18,11.3,4,18.4
2019-09-17,13.9,6.4,19.5
2019-09-16,15.1,11.4,21.1
2019-09-15,16,6.3,25.3
2019-09-14,14.6,7.8,22.2
2019-09-13,17.7,10.9,21.7
2019-09-12,19.3,16.3,24.3
2019-09-11,15.3,8.5,18.3
2019-09-10,13.1,5.1,21.3
2019-09-09,12.5,6.9,18.6
2019-09-08,13.4,9.5,16.5
2019-09-07,15,12.5,20.1
2019-09-06,14,6.5,20.5
2019-09-05,13.7,8.1,18.7
2019-09-04,17.3,13,24.2
2019-09-03,16.1,10.5,20.1
2019-09-02,15.2,8.8,21.8
2019-09-01,17.1,10.8,21.9
2019-08-31,22,10.5,32.5
2019-08-30,18,11.3,25.9
2019-08-29,20.3,13.8,25.6
2019-08-28,23.6,17.2,30.3
2019-08-27,24.5,16.9,32.9
2019-08-26,24.1,16.4,32.3
2019-08-25,22.5,12.2,31.5
2019-08-24,21,11.4,30
2019-08-23,19.9,10.8,27.5
2019-08-22,18.6,10.4,26.6
2019-08-21,16.4,9.7,22.7
2019-08-20,16.7,12.1,22.6
2019-08-19,17.6,12.6,23.3
2019-08-18,16.5,13.8,20.3
2019-08-17,19.4,16.6,21.7
2019-08-16,18.3,13.4,23.2
2019-08-15,18,15.6,22.9
2019-08-14,16.9,10,23.6
2019-08-13,15.3,10.7,21.5
2019-08-12,16.7,13.1,23.7
2019-08-11,18.4,14.1,22.7
2019-08-10,21.3,15.7,26.1
2019-08-09,20.7,16.3,24.8
2019-08-08,19,13.6,24.7
2019-08-07,19.7,15.6,25.5
2019-08-06,20.3,15.3,25
2019-08-05,22.3,17.1,26.7
2019-08-04,20.3,11.1,27.2
2019-08-03,18.5,13.2,22
2019-08-02,18.4,12.7,25.1
2019-08-01,19.3,14.2,24.8
2019-07-31,19.4,15,24.4
2019-07-30,21.7,13.5,29.4
2019-07-29,19.9,14.2,26
2019-07-28,18,16.7,18.9
2019-07-27,20.5,18.6,24.3
2019-07-26,26.5,20.4,37.9
2019-07-25,29.4,19.5,39.9
2019-07-24,29.1,18.8,39.2
2019-07-23,25.2,14.3,34.4
2019-07-22,22,14.4,29.6
2019-07-21,19.6,14.8,26.3
2019-07-20,20.6,14.8,27.8
2019-07-19,20.9,16.6,26.3
2019-07-18,19.7,12.2,26.2
2019-07-17,16.2,7.7,23.6
2019-07-16,14.5,9.4,19.5
2019-07-15,14.4,8.9,17.8
2019-07-14,16.1,12.5,19.2
2019-07-13,17,14.1,21.8
2019-07-12,18.1,14.2,25
2019-07-11,19.9,15,26.1
