date,TMK,TNK,TXK
2020-01-16,7,2.9,11.2
2020-01-15,11.9,8.6,13.9
2020-01-14,9.8,2.8,11.3
2020-01-13,5.6,1.5,8.4
2020-01-12,4.5,2.7,7.2
2020-01-11,4.3,1.5,6.9
2020-01-10,8.5,3.7,11.9
2020-01-09,9.8,7.7,12
2020-01-08,7.7,6.4,8.7
2020-01-07,4,-1.8,7.3
2020-01-06,4,-1.8,5.6
2020-01-05,3.2,-0.4,5.4
2020-01-04,3.9,0.7,6.4
2020-01-03,5.8,2.6,7.6
2020-01-02,1.2,-4.7,5.9
2020-01-01,-0.5,-3.5,4.6
2019-12-31,4.5,0.1,7.9
2019-12-30,5.4,2.8,8.3
2019-12-29,-0.7,-4.6,3.4
2019-12-28,-1.5,-4.2,1.3
2019-12-27,2.2,-1.3,3.6
2019-12-26,4.2,3.1,7
2019-12-25,5.6,3.9,6.5
2019-12-24,6.3,4.3,7.6
2019-12-23,7.3,6,9.2
2019-12-22,5.5,3.4,8
2019-12-21,7.6,4.2,10
2019-12-20,7.7,1.3,12.6
2019-12-19,7.7,1.8,12.9
2019-12-18,7.1,1.8,14.2
2019-12-17,11,3.7,15.9
2019-12-16,6.5,4.1,8.7
2019-12-15,6.2,2.4,9.5
2019-12-14,4.2,1.4,6.2
2019-12-13,1.8,1,2.7
2019-12-12,3.5,1.7,5.6
2019-12-11,3.5,1.6,6.3
2019-12-10,3.6,2.2,6.2
2019-12-09,6.7,3.3,8.8
2019-12-08,8.7,7.2,10.9
2019-12-07,8,6.5,9.7
2019-12-06,3.7,1.1,6.5
2019-12-05,1.2,-2.7,5.9
2019-12-04,3.2,-1.7,7.7
2019-12-03,4.7,2.3,6.8
2019-12-02,3,1.4,5.4
2019-12-01,0.6,-2.4,2.7
2019-11-30,2.6,-1.3,6.6
2019-11-29,4.4,0.6,8.1
2019-11-28,10.1,8.1,11.8
2019-11-27,8,6.5,10.8
2019-11-26,6.1,3.3,9
2019-11-25,4.2,3.4,5.8
2019-11-24,5.2,4.1,5.9
2019-11-23,6.6,4.9,8.8
2019-11-22,5.2,3,7.4
2019-11-21,5.3,3.4,6.8
2019-11-20,3.7,0.6,5.2
2019-11-19,5.2,2.9,7.1
2019-11-18,5.8,5.2,6.6
2019-11-17,2.3,-1.4,5.4
2019-11-16,4.4,0.7,7
2019-11-15,5.4,2.9,7.6
2019-11-14,4.6,0.4,9
2019-11-13,4.2,0.3,6.8
2019-11-12,5.6,2.4,8.6
2019-11-11,2.3,-1.9,7
2019-11-10,2.6,-1.3,9.1
2019-11-09,6.3,2.3,9.2
2019-11-08,6.4,3.2,8.9
2019-11-07,7.4,2.8,11.5
2019-11-06,7.5,3.4,9.1
2019-11-05,9.1,7.7,10.4
2019-11-04,10.7,8.3,13.4
2019-11-03,11.9,9.8,15.4
2019-11-02,11.9,7.6,16.8
2019-11-01,3.1,-1.9,7.6
2019-10-31,1.6,-3.5,9
2019-10-30,2.3,-2.6,9.1
2019-10-29,4.7,0,9.8
2019-10-28,7.6,4.2,13.3
2019-10-27,11.2,6.4,16.5
2019-10-26,15.9,13.3,19.3
2019-10-25,14.3,11.5,17
2019-10-24,13.3,11.7,16
2019-10-23,12.5,7.3,17.8
2019-10-22,11.4,7.2,14.4
2019-10-21,14.4,11.5,19.6
2019-10-20,13.4,11.7,15.5
2019-10-19,12.7,9.3,17.2
2019-10-18,13.4,8.9,19.1
2019-10-17,14.9,13.2,17.1
2019-10-16,13.6,11.5,16.3
2019-10-15,17.2,12.2,24.7
2019-10-14,17.5,13.4,21.4
2019-10-13,18.6,13.5,23.2
2019-10-12,16.3,14.3,18.6
2019-10-11,14,11,16.7
2019-10-10,11.1,8.9,14.7
2019-10-09,11.9,9.5,15.2
2019-10-08,11.7,7.6,14.6
2019-10-07,6.9,0.1,12.7
2019-10-06,6.2,2.6,9.6
2019-10-05,9,4.7,13.2
2019-10-04,9.4,8.1,13
2019-10-03,10.7,7.4,15
2019-10-02,9.9,7.6,14.5
2019-10-01,13.9,10.2,18.5
2019-09-30,14.3,11.1,17.5
2019-09-29,14.5,12.8,17.3
2019-09-28,14.9,13.5,18.1
2019-09-27,15.5,13.1,19.4
2019-09-26,15.3,10.7,20.1
2019-09-25,14.2,11.1,18.6
2019-09-24,15.8,11.4,21.8
2019-09-23,13.8,7.2,19.1
2019-09-22,17,7.1,27.3
2019-09-21,14,4.2,23.5
2019-09-20,10.1,3.3,17.8
2019-09-19,10.6,5.1,17.5
2019-09-18,10.9,6.2,16.4
2019-09-17,11.5,8.4,17.5
2019-09-16,12.8,9.9,15.4
2019-09-15,15.8,5.6,24.9
2019-09-14,12,4.7,20.1
2019-09-13,17.3,7.3,23.4
2019-09-12,18,14.2,24.3
2019-09-11,15,6.3,22.7
2019-09-10,13.7,8,20.7
2019-09-09,13.1,11.3,16.8
2019-09-08,13.6,5.4,20
2019-09-07,13.6,8,16.9
2019-09-06,14.1,7.2,20.8
2019-09-05,14.7,9.6,21.3
2019-09-04,18,11.8,24.7
2019-09-03,15.7,10.1,20.5
2019-09-02,15.2,9.5,22.4
2019-09-01,19.1,10.9,24.8
2019-08-31,24.5,15.3,33.3
2019-08-30,21.6,16.6,27.6
2019-08-29,21,16.1,26.9
2019-08-28,25,16.3,34.4
2019-08-27,24.6,17.2,34.1
2019-08-26,25.7,17.7,33.3
2019-08-25,24.8,16.7,32.9
2019-08-24,22.8,13.2,30
2019-08-23,20.6,10.2,29.5
2019-08-22,18.9,8.4,28.3
2019-08-21,16.6,10.6,23.4
2019-08-20,17.1,10.2,23
2019-08-19,18.1,12.5,23.9
2019-08-18,18.9,14.7,22.3
2019-08-17,20,15,26
2019-08-16,17.8,14,23.3
2019-08-15,16.7,12.8,22.7
2019-08-14,16.1,10.4,23.2
2019-08-13,16,11,21.5
2019-08-12,19.7,14.1,26
2019-08-11,21.9,17.1,28.6
2019-08-10,22.5,17.1,28.1
2019-08-09,20.6,10.8,28.8
2019-08-08,19.6,13.3,26.1
2019-08-07,20.2,14.9,25.6
2019-08-06,20,15.7,25.8
2019-08-05,20.2,15.7,27.1
2019-08-04,18.6,13.7,24.7
2019-08-03,18.4,12,26.7
2019-08-02,19.5,14,27.8
2019-08-01,19.5,12.6,26.1
2019-07-31,20.6,16,27.4
2019-07-30,23.5,17.8,31
2019-07-29,21.1,18.9,23.5
2019-07-28,24.3,17.6,32.1
2019-07-27,23.9,17.2,29.8
2019-07-26,25.7,18.7,32.4
2019-07-25,29.3,18.5,37.7
2019-07-24,27.9,17.1,36
2019-07-23,24.4,14.9,32.8
2019-07-22,20.2,12.7,26.5
2019-07-21,20.5,14,27.4
2019-07-20,21.2,13.4,30.7
2019-07-19,20.8,14.8,26.9
2019-07-18,19.4,11.2,26.7
2019-07-17,17.5,11.9,23.9
2019-07-16,15,12.2,18.1
2019-07-15,14.9,11.7,17.6
2019-07-14,14.8,11.5,17.4
2019-07-13,17.1,13.3,24.6
2019-07-12,18,14.5,26.2
2019-07-11,17.7,13.3,23.3
2019-07-10,16.8,9.4,23.1
2019-07-09,13.8,8.3,19
2019-07-08,14.4,10.2,21
2019-07-07,14.6,8.8,20.3
2019-07-06,17,12,24.4
2019-07-05,18.9,12.7,24.9
2019-07-04,16.5,6,24.1
2019-07-03,15,6.8,22.2
2019-07-02,17,10.1,23.1
2019-07-01,21.5,13.8,28.1
2019-06-30,27,16.4,37.7
2019-06-29,21.9,10.4,31.4
2019-06-28,17.8,12.3,24.2
2019-06-27,17,11.7,24.4
2019-06-13,18,12.7,25
2019-06-02,23.2,13.5,31.3
2019-06-01,19.9,12.1,27.1
2019-05-31,18.2,13.6,24.7
2019-05-30,15.3,6.7,21
2019-05-29,11.9,5.5,18.3
2019-05-28,13.8,9.8,17.9
2019-05-27,16.7,10.9,22.1
