date,TMK,TNK,TXK
2020-01-16,8,5.3,11.1
2020-01-15,8.3,5.9,10.6
2020-01-14,6.8,4.1,9
2020-01-13,3.4,2.5,6
2020-01-12,1.1,-0.4,2.6
2020-01-11,1.7,0.4,3.5
2020-01-10,5.1,2.6,7.4
2020-01-09,8.2,5.6,10
2020-01-08,4.8,1.6,7.2
2020-01-07,2.2,0.8,4.5
2020-01-06,1.6,-1.2,5.2
2020-01-05,2.5,1.4,4.1
2020-01-04,1.5,0.2,4.4
2020-01-03,4.4,2.3,5.9
2020-01-02,-0.4,-3.5,3
2020-01-01,-0.1,-3.2,1.6
2019-12-31,2.7,0.4,6.7
2019-12-30,2.6,-2.4,7.7
2019-12-29,-1.6,-3.3,0.2
2019-12-28,-1,-2.3,0.5
2019-12-27,3.1,0.5,5.6
2019-12-26,2.1,1.4,3.1
2019-12-25,4.2,1.4,5.8
2019-12-24,4.8,3.2,6.4
2019-12-23,4.3,3.7,6.8
2019-12-22,4.8,3.3,6.2
2019-12-21,4.6,2.9,6.8
2019-12-20,5.4,2.8,8.4
2019-12-19,7.3,4.7,10.3
2019-12-18,8,6.6,10.2
2019-12-17,11.8,6.6,14
2019-12-16,8.6,5.2,12.1
2019-12-15,6.2,4.7,8.2
2019-12-14,3.9,1,6
2019-12-13,0.8,-2,2.7
2019-12-12,0.6,-1.9,1.8
2019-12-11,1.1,-0.3,3.7
2019-12-10,0.5,-0.6,2.5
2019-12-09,3.6,1,5.4
2019-12-08,6.5,5.1,8.2
2019-12-07,5.3,4.8,5.8
2019-12-06,0.7,-3.1,4.8
2019-12-05,-0.7,-2.5,2.4
2019-12-04,-0.1,-1.6,1.7
2019-12-03,1.8,0.1,4.4
2019-12-02,0.1,-2.4,3.1
2019-12-01,-0.6,-1.2,0
2019-11-30,1.3,-0.6,4.4
2019-11-29,3.5,0.4,6.5
2019-11-28,6.7,5.3,7.4
2019-11-27,7.7,4.8,10
2019-11-26,7.2,4.8,9.3
2019-11-25,5,2.7,6.2
2019-11-24,5.9,3.9,8.3
2019-11-23,4.9,0.7,8.6
2019-11-22,2.3,0.6,4.9
2019-11-21,1.7,-0.6,5.7
2019-11-20,0.2,-0.8,1.8
2019-11-19,2.3,0.3,4.6
2019-11-18,1.2,-0.1,3.1
2019-11-17,2.7,2,3.2
2019-11-16,3,0.9,6.3
2019-11-15,1.9,0.2,5.3
2019-11-14,1.9,-0.5,4.2
2019-11-13,1.3,0.1,2.4
2019-11-12,2.5,0.9,4.9
2019-11-11,0.5,-0.5,2.5
2019-11-10,1.8,-0.1,5.2
2019-11-09,3.4,1.9,5.5
2019-11-08,3.8,2.5,5.5
2019-11-07,5.3,3.9,6.8
2019-11-06,6.2,5.1,8
2019-11-05,6.4,4.5,10
2019-11-04,7.6,6.1,9.3
2019-11-03,9,7.2,10.8
2019-11-02,10.9,7.9,13.2
2019-11-01,6.4,2.2,10.5
2019-10-31,3.5,0.7,6.9
2019-10-30,3.4,1.5,5.6
2019-10-29,4.6,3,6
2019-10-28,5,3.3,7.9
2019-10-27,10.6,4.5,15.1
2019-10-26,13.3,9.9,17.5
2019-10-25,11.7,10.1,14.4
2019-10-24,13.2,9.7,18.3
2019-10-23,10.4,9.4,11.2
2019-10-22,11.2,8.9,14.3
2019-10-21,12.6,8.8,15.7
2019-10-20,12.9,10.6,16.7
2019-10-19,11.1,9.4,14.6
2019-10-18,11.3,8.8,14.4
2019-10-17,12.2,10.4,15.9
2019-10-16,10.9,8.2,14.8
2019-10-15,14.3,8.7,19.6
2019-10-14,18.1,14.2,21.3
2019-10-13,18.2,15,22.8
2019-10-12,15.2,11.6,18.5
2019-10-11,11.5,8,15.8
2019-10-10,8.4,6,12
2019-10-09,8.5,6.4,10.9
2019-10-08,10.1,8.7,12.4
2019-10-07,7.9,5.7,10
2019-10-06,6.8,5,8.9
2019-10-05,8,6.1,9.5
2019-10-04,8.4,6.2,11.8
2019-10-03,6.7,3.2,11.8
2019-10-02,9.2,4.1,11.9
2019-10-01,13,10.7,18
2019-09-30,11.5,10,14.7
2019-09-29,13.8,10.7,18.5
2019-09-28,12,10.6,15.7
2019-09-27,12.5,10.9,14.1
2019-09-26,13.2,11.6,15
2019-09-25,12,11.1,14.6
2019-09-24,12.2,10.8,14.8
2019-09-23,13,10.8,17.1
2019-09-22,16.2,11.7,22.1
2019-09-21,14.4,8.4,20.6
2019-09-20,11.4,6.7,16.8
2019-09-19,10,6.7,14.4
2019-09-18,10.6,6.3,15.4
2019-09-17,13.7,9.3,20.9
2019-09-16,18.4,14.1,24.9
2019-09-15,19.6,14.8,27.4
2019-09-14,16.6,11.8,21.7
2019-09-13,16.6,13.1,21.4
2019-09-12,16.7,12.7,22.9
2019-09-11,15.3,12.2,21.4
2019-09-10,13.3,10,19.2
2019-09-09,10.6,8.3,15.3
2019-09-08,9.9,8.9,11.8
2019-09-07,10.6,8.4,15.2
2019-09-06,12.7,8.2,19.7
2019-09-05,13.8,9.5,19.9
2019-09-04,18.5,13.3,26.1
2019-09-03,18.1,13.5,25.5
2019-09-02,15.2,10.9,22.9
2019-09-01,18.4,13.3,23.1
2019-08-31,24.7,19.8,31.1
2019-08-30,22.2,16.4,29.7
2019-08-29,23.1,19.2,29.1
2019-08-28,24.4,19.9,31.6
2019-08-27,25.6,20.5,31.6
2019-08-26,25.4,21.7,30.3
2019-08-25,24.1,19.2,30.2
2019-08-24,21.8,17.1,27
2019-08-23,20.5,15.9,25.5
2019-08-22,18.4,13.9,23.6
2019-08-21,16.1,11.7,21.1
2019-08-20,14.7,12.5,16.2
2019-08-19,17.7,13.6,25.3
2019-08-18,19.9,15.4,27.6
2019-08-17,16.7,14.5,19.5
2019-08-16,16.4,10.8,23.8
2019-08-15,15.9,12.6,21.3
2019-08-14,14.9,10.4,22
2019-08-13,13.7,10,19.8
