date,TMK,TNK,TXK
1960-12-31,0,-1.4,0.8
1960-12-30,0.3,0,1.4
1960-12-29,1.1,-2,1.8
1960-12-28,0.6,-2.2,1.9
1960-12-27,1,-0.6,3.8
1960-12-26,2.4,-1.1,4
1960-12-25,-0.4,-1,0.6
1960-12-24,0.5,-0.3,2.2
1960-12-23,1.8,0.3,3.4
1960-12-22,2,0.8,4.7
1960-12-21,4.3,2.6,6.2
1960-12-20,2.3,-0.7,3
1960-12-19,0.6,-0.7,4.5
1960-12-18,3.1,0.6,4.5
1960-12-17,2.3,2.1,2.8
1960-12-16,2.6,2.1,3.3
1960-12-15,2.4,1.4,3
1960-12-14,1,-0.3,1.4
1960-12-13,-1.3,-4.8,0.2
1960-12-12,-2.8,-4.4,-0.2
1960-12-11,0.5,-0.4,1.7
1960-12-10,1.4,0.6,1.7
1960-12-09,1.2,0.6,3.8
1960-12-08,4.2,1.1,5.4
1960-12-07,5,2.7,6.2
1960-12-06,4.9,3.6,6.4
1960-12-05,6.1,4.6,9.3
1960-12-04,10.2,6.5,12.1
1960-12-03,7,5.5,9.3
1960-12-02,5.6,-0.4,9.2
1960-12-01,3.6,1.9,8.2
1960-11-30,7.4,2.9,9
1960-11-29,5.2,2.9,6.6
1960-11-28,5,3.4,8.9
1960-11-27,9.8,8.9,11.8
1960-11-26,11,8.3,13.6
1960-11-25,8.2,3.1,10.6
1960-11-24,6.9,4.9,9.7
1960-11-23,3.9,1.4,4.9
1960-11-22,3.7,2.2,5.1
1960-11-21,2,-2.4,3.4
1960-11-20,3.2,0.3,7.3
1960-11-19,6.1,3.7,8
1960-11-18,5.7,3.1,8.3
1960-11-17,3.5,-0.7,8.1
1960-11-16,7,5.6,9
1960-11-15,8.3,4.4,10.4
1960-11-14,6.9,4.2,10.5
1960-11-13,5.3,3.2,7.1
1960-11-12,3.8,0.6,5.3
1960-11-11,4.5,1.2,8.1
1960-11-10,2.2,-2.8,5.5
1960-11-09,0,-2.2,3.4
1960-11-08,3.2,-0.6,4.2
1960-11-07,2.4,0.6,7.2
1960-11-06,6.1,4.6,11.5
1960-11-05,6.8,5,11.2
1960-11-04,11.9,8.7,15
1960-11-03,9.2,5.1,13.8
1960-11-02,10.4,7.5,15.7
1960-11-01,10.5,8.2,12.2
1960-10-31,8.6,7.6,10
1960-10-30,10.4,9.3,12.4
1960-10-29,9.5,6.4,11.6
1960-10-28,9.4,6.4,14.4
1960-10-27,7.6,6.7,10.2
1960-10-26,8.4,7.1,10
1960-10-25,10.4,8.5,12.8
1960-10-24,10.2,9,12.4
1960-10-23,9.3,6.2,10.8
1960-10-22,6.2,5.4,6.9
1960-10-21,6.4,6,8.3
1960-10-20,6.8,3.2,10.3
1960-10-19,5.1,3.8,8.4
1960-10-18,6,4.6,7.8
1960-10-17,7.1,6.4,8.3
1960-10-16,7.9,6.8,8.6
1960-10-15,7,3.3,10.1
1960-10-14,5.7,2.4,9.1
1960-10-13,8.4,3.3,9.3
1960-10-12,8.1,6.8,11.3
1960-10-11,11.5,10.1,14.3
1960-10-10,11.6,9.1,14.8
1960-10-09,11.5,7.3,16.7
1960-10-08,13,11.5,13.5
1960-10-07,13,11,14.3
1960-10-06,14.4,9.5,19.7
1960-10-05,14.4,10.1,20.3
1960-10-04,13.4,8.8,18.9
1960-10-03,11.4,6.9,14.1
1960-10-02,10.6,8.6,14.7
1960-10-01,8.8,6.5,9.8
1960-09-30,8.8,7.1,12.4
1960-09-29,8.5,7.1,10.7
1960-09-28,8.4,6.3,10.6
1960-09-27,9.4,6.8,11.9
1960-09-26,11,3.2,15.1
1960-09-25,13.2,3.6,18.4
1960-09-24,11.1,8.4,17.7
1960-09-23,13.6,12,17.7
1960-09-22,12.8,6.1,16.4
1960-09-21,11.4,9,16.8
1960-09-20,16,14.5,19.5
1960-09-19,17.8,13.7,22.3
1960-09-18,15.6,13.1,19.4
1960-09-17,19.1,14.3,25
1960-09-16,18,10.6,23.1
1960-09-15,16.6,10.4,22
1960-09-14,15.8,9.4,23.2
1960-09-13,16,10.6,22.6
1960-09-12,15.8,9,21.7
1960-09-11,15.6,10.9,20.7
1960-09-10,14.6,8,19.5
1960-09-09,11.7,6.4,18.2
1960-09-08,12.3,6.2,16.2
1960-09-07,11.8,8.7,14.9
1960-09-06,11.3,8.7,15.3
1960-09-05,12.2,11.1,17.2
1960-09-04,16.5,14.2,21.1
1960-09-03,17.5,8.4,21.7
1960-09-02,12.6,10.4,17.1
1960-09-01,16,13,18.2
1960-08-31,15,13.4,18.3
1960-08-30,15.5,13.5,19.1
1960-08-29,16.7,14.4,22.7
1960-08-28,19.6,16.8,25.3
1960-08-27,24.4,19.2,32.7
1960-08-26,23.2,16.6,29.8
1960-08-25,20.9,14.6,27.5
1960-08-24,18.1,14.6,22.7
1960-08-23,18.7,15.9,24.8
1960-08-22,17.8,11.1,22.2
1960-08-21,14.9,11.8,20.1
1960-08-20,14.6,12.1,17.6
1960-08-19,14.6,12.8,19.5
1960-08-18,16.8,14.1,20.2
1960-08-17,15.9,10,20.5
1960-08-16,14.5,12.3,20.1
1960-08-15,14.7,10.2,21
1960-08-14,14,9.5,19
1960-08-13,15.4,14.4,18.4
1960-08-12,17.1,15.4,20.4
1960-08-11,17.9,11.8,21.8
1960-08-10,15.6,14,20
1960-08-09,17.6,10.9,23.2
1960-08-08,16.2,9.9,22
1960-08-07,17.1,14.5,20.6
1960-08-06,17,14.7,20.5
1960-08-05,18.2,12,23.6
