date,TMK,TNK,TXK
2020-01-16,5.8,0.8,9.8
2020-01-15,10.1,8.3,11.8
2020-01-14,8.5,6.9,10.6
2020-01-13,5.7,4.7,7.1
2020-01-12,3.4,1,5.9
2020-01-11,3.1,1.1,4.8
2020-01-10,6.8,3.9,9.1
2020-01-09,10,8.5,11.3
2020-01-08,6.6,4.8,8.7
2020-01-07,3.2,-0.9,6.1
2020-01-06,2.3,-2.2,5.2
2020-01-05,3.5,1.4,5.2
2020-01-04,4.2,2.9,5.5
2020-01-03,6,3.8,8.5
2020-01-02,-1.5,-7.6,4.2
2020-01-01,-3.4,-6.6,2.1
2019-12-31,-1.2,-5.1,2.9
2019-12-30,-1.9,-4.7,3.9
2019-12-29,-3,-6.4,-0.3
2019-12-28,-3,-5.7,-0.2
2019-12-27,1.9,-3.6,5.2
2019-12-26,3.1,1.9,4.8
2019-12-25,5.8,2.7,7.4
2019-12-24,6.4,5,8.1
2019-12-23,6.2,5.3,6.9
2019-12-22,6.6,5.1,8.2
2019-12-21,6.7,5.2,8.1
2019-12-20,8.8,6.5,10.7
2019-12-19,8.7,1.9,12
2019-12-18,6.3,1,10.6
2019-12-17,11.1,6.5,14.1
2019-12-16,6.3,-0.4,9.2
2019-12-15,6.1,-0.3,9.2
2019-12-14,4,1,5.8
2019-12-13,2.2,0.8,4.6
2019-12-12,2.7,1.5,3.9
2019-12-11,2.2,1.4,3.9
2019-12-10,2.2,-1.2,4.1
2019-12-09,5.2,3.2,6.5
2019-12-08,7.7,5.9,9.7
2019-12-07,7,6,7.7
2019-12-06,1.9,-4.5,6.3
2019-12-05,-2,-5.2,3.8
2019-12-04,1,-2.4,6.2
2019-12-03,4.3,1.8,6
2019-12-02,1,-2.1,3.5
2019-12-01,-1.9,-4.2,0.7
2019-11-30,1.1,-3.3,5.2
2019-11-29,4.4,1.1,7
2019-11-28,8.5,7,9.8
2019-11-27,9.4,8.2,10.3
2019-11-26,8.1,5.9,9.8
2019-11-25,4.3,0,7.3
2019-11-24,2.3,-0.9,8.6
2019-11-23,4.6,-0.7,10.6
2019-11-22,2.6,-1.6,8.2
2019-11-21,-0.3,-4.7,5.2
2019-11-20,1.2,-2.4,4.1
2019-11-19,3,1.5,4.1
2019-11-18,2.9,0.3,4.2
2019-11-17,0,-3.9,4.5
2019-11-16,2.4,-2.6,7.1
2019-11-15,2.1,-2.5,6.6
2019-11-14,3.7,-1.6,6.9
2019-11-13,3.2,0.5,4.5
2019-11-12,3.3,-0.7,5.2
2019-11-11,2.5,-1,4.1
2019-11-10,0.2,-1.6,7
2019-11-09,3.7,-1.4,6.2
2019-11-08,3.5,-0.5,7.9
2019-11-07,6.7,2.7,8.9
2019-11-06,6.9,5.5,8
2019-11-05,7.4,5.7,9.8
2019-11-04,9.2,6.8,10.8
2019-11-03,10.9,8.9,13
2019-11-02,12.4,9.6,14.4
2019-11-01,5.5,1.7,10.8
2019-10-31,0.7,-4.7,8.7
2019-10-30,0.8,-4,7.9
2019-10-29,4.2,-1.7,10.4
2019-10-28,4.1,1.4,8.9
2019-10-27,8.8,2.8,15.9
2019-10-26,15,12.2,18.5
2019-10-25,13.6,12.4,15.8
2019-10-24,13.1,6.6,18.6
2019-10-23,10.3,6.3,16.8
2019-10-22,9.2,5.9,13.5
2019-10-21,13,8.8,17.2
2019-10-20,11.9,10.2,14.2
2019-10-19,11.3,8.8,14.3
2019-10-18,12,8.8,15.4
2019-10-17,13.4,12,16
2019-10-16,11.7,10.4,13.3
2019-10-15,14.1,9.3,19.3
2019-10-14,17.6,12.7,22.4
2019-10-13,18.7,14.7,22.4
2019-10-12,15.7,12,18.5
2019-10-11,12.7,9.5,15.2
2019-10-10,10.5,8.4,13.8
2019-10-09,10.8,9.5,13.1
2019-10-08,11.8,10.7,13.4
2019-10-07,8.8,5.3,10.8
2019-10-06,7.1,4.4,8
2019-10-05,7.9,4.4,11.2
2019-10-04,9.4,7.5,11.4
2019-10-03,9.6,7.7,12.8
