date,TMK,TNK,TXK
2020-01-16,9.2,1.7,12.9
2020-01-15,8.9,3.8,13.4
2020-01-14,7,2,10.6
2020-01-13,4.3,0.9,6.2
2020-01-12,1.4,-2.9,5.2
2020-01-11,3.4,-1.4,6.1
2020-01-10,8.3,5.5,11.4
2020-01-09,8.7,4.8,13.5
2020-01-08,3.1,-0.8,6.5
2020-01-07,3.2,-2.1,7.6
2020-01-06,-0.4,-3.2,4.7
2020-01-05,3.3,-0.7,5.6
2020-01-04,4.2,2.3,7.8
2020-01-03,5.5,0.6,9.2
2020-01-02,-1.7,-4.3,1.3
2020-01-01,-0.4,-4,5.6
2019-12-31,-0.1,-3.7,6
2019-12-30,-0.9,-3.9,4.2
2019-12-29,-0.8,-3,2.7
2019-12-28,0.1,-1.8,3.1
2019-12-27,4.3,2.9,6.3
2019-12-26,2.2,-1.5,5.5
2019-12-25,6.4,1.5,8.1
2019-12-24,6.7,3.1,9.1
2019-12-23,6.3,5.5,6.9
2019-12-22,6.6,4.9,9.2
2019-12-21,5.3,1.8,10.5
2019-12-20,6.3,-0.1,11.8
2019-12-19,5.7,1.1,9.6
2019-12-18,8.6,5.6,11.3
2019-12-17,8.1,3.7,12.6
2019-12-16,9.6,6.7,14.2
2019-12-15,8.8,5.9,13.2
2019-12-14,6.9,4,9.4
2019-12-13,3.5,0.8,5.5
2019-12-12,2.3,0.1,4.1
2019-12-11,0.8,-1.9,3.8
2019-12-10,2.2,-1.3,5.7
2019-12-09,6.5,4.1,8.7
2019-12-08,9.3,6.5,12.1
2019-12-07,7.6,5.6,9.4
2019-12-06,0.5,-5.3,9.8
2019-12-05,-1.7,-4.9,3.9
2019-12-04,-0.6,-3.8,3.2
2019-12-03,0.5,-2.7,5.2
2019-12-02,0.7,-1.4,3.8
2019-12-01,0.7,-0.4,2.3
2019-11-30,2.2,-0.3,5.7
2019-11-29,5.4,0.5,9.1
2019-11-28,9.4,8.1,11.8
2019-11-27,10.1,5.9,13.4
2019-11-26,7.1,2.1,12.8
2019-11-25,4.8,0.5,8.5
2019-11-24,3.3,-0.3,7.8
2019-11-23,3.9,1.3,7.7
2019-11-22,2.8,-0.4,7.6
2019-11-21,2.3,-0.5,6.3
2019-11-20,0.8,-2.2,2.6
2019-11-19,3.4,-1.1,5.8
2019-11-18,3.5,1.9,5.9
2019-11-17,2.2,-0.1,3.7
2019-11-16,2.4,-1,6.2
2019-11-15,2.2,-0.4,4.4
2019-11-14,2.6,-0.4,7
2019-11-13,3.3,-0.3,7.3
2019-11-12,4.5,0.7,7.8
2019-11-11,2.1,-0.2,4.9
2019-11-10,2.3,-1.2,7.2
2019-11-09,4.6,0,8.6
2019-11-08,4.7,3.5,5.9
2019-11-07,6.9,4.6,10.2
2019-11-06,7.8,5.4,10.6
2019-11-05,8.8,4.6,11.9
2019-11-04,10.5,8.3,13.4
2019-11-03,11.2,9.2,13.8
2019-11-02,14.2,10.6,18
2019-11-01,8.6,5.7,12.7
2019-10-31,5,1,9.4
2019-10-30,5.8,2.1,8.6
2019-10-29,6.5,4.9,8
2019-10-28,7.2,5.8,9.1
2019-10-27,12.6,6.7,19.2
2019-10-26,11.9,5.5,20.2
2019-10-25,12.9,8.2,17.2
2019-10-24,13.9,10.8,19.5
2019-10-23,12.4,8.9,16.7
2019-10-22,11.9,9.5,14.4
2019-10-21,13.3,11.2,16.6
2019-10-20,14.4,11.1,19.2
2019-10-19,13,10.9,15.2
2019-10-18,13,10.6,16.9
2019-10-17,13.8,10.9,18.4
2019-10-16,12.9,8.5,18
2019-10-15,13.4,10,18.9
2019-10-14,16.8,9.7,24.1
2019-10-13,18,12.5,25.8
2019-10-12,15.6,8,22.8
2019-10-11,12.6,7.4,19.1
2019-10-10,10.7,7.7,14.4
2019-10-09,11.3,9,14.1
2019-10-08,13.5,10.1,16.7
2019-10-07,10.6,8,13.8
2019-10-06,9.9,6.3,12.1
2019-10-05,9.9,5.5,11.6
2019-10-04,9.9,5.4,13.2
2019-10-03,8,5,12.9
2019-10-02,11.3,5.9,14.9
2019-10-01,14.9,9.6,20.1
2019-09-30,13.7,9.2,16.9
2019-09-29,16.6,10.7,22.3
2019-09-28,14,10,17.5
2019-09-27,14.5,11.4,17.8
2019-09-26,15.2,11.5,19
2019-09-25,14.3,11.7,17.9
2019-09-24,14.1,8.6,19
2019-09-23,14.6,12.5,17.7
2019-09-22,15.6,6.1,23.2
2019-09-21,14.3,6.4,22.8
2019-09-20,11,3.1,18.6
2019-09-19,10,3.3,16.5
2019-09-18,11.7,5.9,17.7
2019-09-17,15.3,11.9,19.1
2019-09-16,17.9,9.8,26
2019-09-15,18,10.6,25.9
2019-09-14,17.5,12.8,23.6
2019-09-13,17.4,12.4,23.1
2019-09-12,18,12.6,23.6
2019-09-11,14.5,6.3,21.2
2019-09-10,12.5,6.1,19.4
2019-09-09,11.8,7.8,16.9
2019-09-08,11.5,10.5,13.5
2019-09-07,12.4,6.9,18.7
2019-09-06,13.7,7.1,20.3
2019-09-05,15.9,12.5,18.8
2019-09-04,17.4,8,25.7
2019-09-03,15.7,7.1,23.7
2019-09-02,15.9,8.8,21.7
2019-09-01,20.5,15,24.4
2019-08-31,23.4,15.7,31.3
2019-08-30,22.1,15.8,28.7
2019-08-29,23.4,16.4,30.2
2019-08-28,22.8,16.7,30.7
2019-08-27,23,15,30.2
2019-08-26,22.6,14.6,29.8
2019-08-25,21.7,14.4,29.5
2019-08-24,19.2,11.5,26.8
2019-08-23,18.5,10.3,25.7
2019-08-22,17,9.6,24
2019-08-21,15.5,8,22.1
2019-08-20,15.3,11.3,17.8
2019-08-19,19.6,16.2,24.5
2019-08-18,22.2,15.4,30.2
2019-08-17,18.3,15.2,24
2019-08-16,17.9,11.8,23.1
2019-08-15,17.2,11.7,22.7
2019-08-14,15.3,9.1,21.9
2019-08-13,15.3,11.9,20.3
2019-08-12,16,11.7,21.4
2019-08-11,18.7,13.5,26.4
2019-08-10,21.3,15.8,25.1
2019-08-09,22.7,13.7,31.5
2019-08-08,19.3,12.6,25.8
2019-08-07,17.5,13,20.8
2019-08-06,22.2,15.9,29
2019-08-05,21.4,15.8,28.6
2019-08-04,19.8,10.9,27.1
2019-08-03,18.1,13.2,23.6
2019-08-02,19.7,14,26.6
2019-08-01,18.5,11.1,24.9
2019-07-31,19.3,13.8,23.9
2019-07-30,21.8,16.6,28.9
2019-07-29,19.6,16,25.2
2019-07-28,18.6,16,23
2019-07-27,21.3,17.1,26.7
2019-07-26,28.3,19.2,35.5
2019-07-25,27.9,17.5,36.3
2019-07-24,26.3,16.3,35.3
2019-07-23,24.4,14.6,32.8
2019-07-22,22,14.3,29.5
2019-07-21,22,16.2,27.2
2019-07-20,23.1,14.3,31.3
2019-07-19,20.4,15.5,25.8
2019-07-18,19.9,11.5,27.1
2019-07-17,18.4,8.9,25.5
2019-07-16,16.3,7.8,23.7
2019-07-15,16,9.6,22.5
2019-07-14,15,12.1,17.6
2019-07-13,16.3,13.4,21.4
2019-07-12,16.1,12.5,21.3
2019-07-11,15.7,12.4,19.7
2019-07-10,15.7,6.4,23.3
2019-07-09,13.8,7.8,19.7
2019-07-08,15.8,8.7,21.3
2019-07-07,17.2,13.9,22.2
2019-07-06,22.9,13,29.5
2019-07-05,20.1,10.2,28.6
2019-07-04,18.7,10.5,25.6
2019-07-03,18.7,12.1,24.6
2019-07-02,19.6,14.5,24.8
2019-07-01,24.1,16.3,28.3
2019-06-30,26.9,15.4,34.7
2019-06-29,22.5,12.7,30.7
2019-06-28,20.9,12.5,27.8
2019-06-27,24.6,15,29.8
2019-06-26,27,17.9,33.4
