date,TMK,TNK,TXK
2020-01-16,8.3,3.8,12.6
2020-01-15,11.9,7.9,14.1
2020-01-14,10.6,8.4,12.6
2020-01-13,7.2,4.7,9.5
2020-01-12,5.6,2,8.3
2020-01-11,4.8,1.1,7.6
2020-01-10,7.9,2.4,10.9
2020-01-09,11.3,9.8,13.3
2020-01-08,9.1,6.7,11.4
2020-01-07,6.5,3.1,9.5
2020-01-06,5.8,3.1,7.6
2020-01-05,6.7,4.9,7.7
2020-01-04,5.7,3.2,7.4
2020-01-03,7.9,4.7,10.7
2020-01-02,2.6,-0.4,5.7
2020-01-01,1.7,0,3.9
2019-12-31,2.3,-0.6,5.2
2019-12-30,4.6,1.3,10.1
2019-12-29,2,0,4.1
2019-12-28,1.5,-1.2,4
2019-12-27,4.9,1.3,6.5
2019-12-26,6.2,5,6.9
2019-12-25,7.6,5.5,8.6
2019-12-24,8.2,6.1,11.2
2019-12-23,8.1,6.4,9.4
2019-12-22,8.4,6.6,11.3
2019-12-21,8.4,6.6,10.6
2019-12-20,10.3,8.8,12.3
2019-12-19,10.7,8.1,14.7
2019-12-18,8.7,5.8,11.3
2019-12-17,12.9,8.9,16.2
2019-12-16,8.4,5.1,10.2
2019-12-15,7.9,3.9,10.8
2019-12-14,6.5,4.8,8.3
2019-12-13,4.5,2.8,6.7
2019-12-12,5,3.4,7
2019-12-11,4.2,3.3,5.1
2019-12-10,4.5,0.7,7.5
2019-12-09,7.2,4.2,8.6
2019-12-08,10,6.8,12
2019-12-07,9.1,8.2,9.8
2019-12-06,4,0.2,8.6
2019-12-05,1.8,-0.7,5.3
2019-12-04,3.6,1.8,7
2019-12-03,6.3,4.4,7.8
2019-12-02,2.8,-0.7,5.2
2019-12-01,2.5,-0.8,5
2019-11-30,1.6,-1.2,5.8
2019-11-29,6.7,2.4,9.1
2019-11-28,10.5,8.5,11.9
2019-11-27,11.4,9.9,13.2
2019-11-26,9.5,6,12
2019-11-25,7,3.4,9.4
2019-11-24,6.6,3.8,10.9
2019-11-23,7.3,3.7,13.6
2019-11-22,6.1,4.1,8.9
2019-11-21,3.3,-0.8,6.9
2019-11-20,3,-0.2,6
2019-11-19,4.7,2,6.7
2019-11-18,5.2,3.9,6.8
2019-11-17,3.4,0.1,6.6
2019-11-16,4.9,2,8.4
