date,TMK,TNK,TXK
2020-01-16,7.5,3.6,11.7
2020-01-15,11.4,9.9,13.7
2020-01-14,8.4,3.5,10.7
2020-01-13,5.5,2.8,8.2
2020-01-12,3.8,1.4,6.3
2020-01-11,4.8,2.6,6.9
2020-01-10,9.2,4.6,11.4
2020-01-09,8.9,7.5,10.8
2020-01-08,7,4.4,8.6
2020-01-07,3.1,-0.1,6.1
2020-01-06,4.7,0.4,6.6
2020-01-05,2.1,-0.9,5
2020-01-04,4.3,1.4,6.3
2020-01-03,5.2,2,7.5
2020-01-02,0.1,-4.9,7.8
2020-01-01,1.3,-3.8,5.4
2019-12-31,5.5,2.5,8.1
2019-12-30,5.1,1.3,8
2019-12-29,-0.5,-3.9,2.5
2019-12-28,-0.8,-3.3,1.8
2019-12-27,2.7,0.1,3.8
2019-12-26,4.7,3,6.1
2019-12-25,5.4,4.9,6.4
2019-12-24,6,4.8,8.4
2019-12-23,7.1,3.9,8.8
2019-12-22,2.6,0.1,5.5
2019-12-21,6.8,0.5,9.9
2019-12-20,6.6,1.2,11
2019-12-19,4.5,0.9,7.4
2019-12-18,8.1,0.4,14.5
2019-12-17,9.9,2.8,15.6
2019-12-16,7.1,4.1,9.3
2019-12-15,6.2,2.8,9.5
2019-12-14,4.1,2.1,6.1
2019-12-13,1.1,-0.5,3
2019-12-12,2.3,0.7,4.2
2019-12-11,3.3,1.1,4.9
2019-12-10,3.3,1.5,6.1
2019-12-09,7.1,4.4,9.7
2019-12-08,9.1,7.4,11.3
2019-12-07,8,6.1,9.8
2019-12-06,2.8,0.7,6.4
2019-12-05,0.5,-2.9,5.1
2019-12-04,3.7,-1.3,7.3
2019-12-03,3.6,0.4,5.8
2019-12-02,2.9,1,5.7
2019-12-01,0.6,-2.1,2.1
2019-11-30,1.4,-1.2,5.1
2019-11-29,5.1,-1.2,9.4
2019-11-28,10.4,9.2,12.6
2019-11-27,7.1,5.1,9.8
2019-11-26,6,3.9,8.3
2019-11-25,4.6,3.5,5.6
2019-11-24,4.4,2.9,6.8
2019-11-23,6.1,3.6,7.5
2019-11-22,6.3,3.5,9
2019-11-21,7.1,5.2,8.5
2019-11-20,4.8,4,5.6
2019-11-19,5.8,4.2,8.4
2019-11-18,6.1,4.3,8.1
2019-11-17,3.2,-1.2,6.1
2019-11-16,5.1,1.3,6.8
2019-11-15,6.3,4,9.6
2019-11-14,5.1,1.6,9.6
2019-11-13,5.1,3.5,7.3
2019-11-12,5,2.8,8.4
2019-11-11,1.6,-1.3,4.9
2019-11-10,3.5,-1.2,10.1
2019-11-09,6.4,4.6,7.5
2019-11-08,6.9,3.4,8.8
2019-11-07,8.7,6.5,12.2
2019-11-06,8.1,6.6,9.3
2019-11-05,9.5,8.2,11.6
2019-11-04,10.7,8.7,13.5
2019-11-03,12.1,8.8,15.5
2019-11-02,12.6,7.9,17.3
2019-11-01,3.2,-2.2,7.9
2019-10-31,1.4,-4,8.8
2019-10-30,1.6,-2.5,9.8
2019-10-29,5.1,-0.7,11.3
2019-10-28,7.6,4.4,13.2
2019-10-27,11.6,6.3,16.8
2019-10-26,15.2,11.5,18.7
2019-10-25,14.5,11.5,18.1
2019-10-24,13.7,10.7,18.4
2019-10-23,11.9,6.2,17.9
2019-10-22,12.8,6.9,17.2
2019-10-21,14.7,8.7,19.8
2019-10-20,15.6,12.6,20.2
2019-10-19,13.1,10.1,16.9
2019-10-18,14.4,10.1,18.4
2019-10-17,15.1,13.1,18.2
2019-10-16,12.7,9.8,14.7
2019-10-15,16.2,9.8,25
2019-10-14,18.7,13.3,23.4
2019-10-13,19.7,15.1,23.4
2019-10-12,16.4,13.7,20.4
2019-10-11,13.4,10,15.9
2019-10-10,11.4,8.8,14.8
2019-10-09,12.4,9.7,16
2019-10-08,11.1,6.5,14.1
2019-10-07,5.8,-0.3,12.9
2019-10-06,6.2,1.7,12
2019-10-05,9,2.8,13.8
2019-10-04,8.5,5.8,11.7
2019-10-03,9.7,6.6,13.6
2019-10-02,10,7.5,13.7
2019-10-01,14.3,11.3,18.4
2019-09-30,14.8,11.6,17.2
2019-09-29,15.1,13.2,17.6
2019-09-28,15.4,12.6,19.6
2019-09-27,15,12.8,16.9
2019-09-26,15.7,10,21.5
2019-09-25,14.1,11.6,17.2
2019-09-24,16.4,13.4,21.5
2019-09-23,15.9,9.7,24.2
2019-09-22,16.1,6.7,25.9
2019-09-21,14.1,5.5,23.3
2019-09-20,10.7,5.2,17.4
2019-09-19,10.7,5,17
2019-09-18,11.5,6.9,17.2
2019-09-17,11.4,8.8,15.9
2019-09-16,13.3,10.3,14.8
2019-09-15,16.7,6.9,24.4
2019-09-14,12.8,5.2,21.5
2019-09-13,17.7,9.9,22.8
2019-09-12,17.9,14.3,23.2
2019-09-11,16.1,7.7,22.6
2019-09-10,14.7,10.4,20
2019-09-09,13,12.1,14.1
2019-09-08,15.7,10.1,21.4
2019-09-07,14.2,7.7,21.8
2019-09-06,14.5,7.8,21.4
2019-09-05,16.7,11.3,21.7
2019-09-04,19.6,12.7,27.2
2019-09-03,15.3,7.8,21
2019-09-02,15.5,9,21.9
2019-09-01,22.1,14,27
2019-08-31,25.8,15.3,34.5
2019-08-30,23.3,16.7,30.7
2019-08-29,23.5,16.1,30.2
2019-08-28,24.4,17.3,33.8
2019-08-27,24.3,17.8,33.3
2019-08-26,24.2,15.6,32.5
2019-08-25,25.1,18.3,32.9
2019-08-24,21.7,10.5,30.2
2019-08-23,21,10.6,29.7
2019-08-22,19.3,7.3,28.3
2019-08-21,17.4,10.1,24.5
2019-08-20,18.8,11.2,24.6
2019-08-19,18.6,11.7,24.9
2019-08-18,20.4,15.8,27.2
