date,TMK,TNK,TXK
2020-01-16,5.3,3.4,6.9
2020-01-15,6.3,4,8.4
2020-01-14,4.4,3.2,6.5
2020-01-13,3.2,2.7,4.2
2020-01-12,1.4,-0.7,3.5
2020-01-11,0.9,-0.4,1.6
2020-01-10,4,1.4,6.3
2020-01-09,7.6,6.3,8.6
2020-01-08,4.8,1.9,7.5
2020-01-07,2.3,0,3.9
2020-01-06,-0.1,-1.8,2.7
2020-01-05,1.8,0.2,2.5
2020-01-04,1.4,0,2.3
2020-01-03,4.1,0.4,6.2
2020-01-02,-1.2,-3.7,2.2
2020-01-01,-0.7,-4.1,3
2019-12-31,3.4,-0.9,6.4
2019-12-30,6.4,3.7,9.9
2019-12-29,2.2,-3.6,6.2
2019-12-28,-1.6,-3.5,-0.2
2019-12-27,1.9,-0.9,3.3
2019-12-26,0.9,-0.3,1.8
2019-12-25,3.2,1.7,5.3
2019-12-24,4,2.6,5.5
2019-12-23,3.5,2.9,3.9
2019-12-22,4.1,2.5,5.8
2019-12-21,3.4,2.8,4.4
2019-12-20,6.6,4,9
2019-12-19,7.7,5.7,10.4
2019-12-18,4.5,3.3,6.9
2019-12-17,8,6.2,10.4
2019-12-16,5.7,3.7,6.7
2019-12-15,3.8,2.1,6.5
2019-12-14,2.1,0.1,4.5
2019-12-13,0.5,-1.1,1.8
2019-12-12,0.2,-1,1.4
2019-12-11,0.2,-0.5,1.3
2019-12-10,-0.1,-1.1,1
2019-12-09,2.2,0.3,3.3
2019-12-08,5.3,3,7.8
2019-12-07,4.4,3.9,5
2019-12-06,-0.2,-3.9,4.3
2019-12-05,-1,-3.2,2.8
2019-12-04,0.3,-2.7,4
2019-12-03,2.1,0,3.9
2019-12-02,-0.2,-3.6,2.7
2019-12-01,-1.3,-2.5,-0.5
2019-11-30,-0.1,-1.5,2.3
2019-11-29,2.1,-0.2,5.3
2019-11-28,5.8,5.3,6.4
2019-11-27,6.5,5.8,7
2019-11-26,6.2,5,7.1
2019-11-25,5.2,4.6,6.3
2019-11-24,5.7,1.7,10.4
2019-11-23,3.6,0.9,6.2
2019-11-22,2.7,1,4.5
2019-11-21,-0.4,-2.2,2.5
2019-11-20,-1.3,-2.3,-0.2
2019-11-19,0.1,-1.9,1.6
2019-11-18,0,-0.4,0.5
2019-11-17,0.8,-0.9,3.4
2019-11-16,0.1,-1.9,2.9
2019-11-15,0.8,-0.2,1.6
2019-11-14,1.5,0.5,3
2019-11-13,0.8,-0.2,2
2019-11-12,0.7,-0.3,1.6
2019-11-11,0.9,-1.2,2.1
2019-11-10,1,-2.6,5.7
2019-11-09,1.3,-0.5,3.2
2019-11-08,2.2,0.3,6
2019-11-07,4.1,0.9,5.4
2019-11-06,5,4,6.1
2019-11-05,5.5,4.6,7
2019-11-04,6.6,5.3,8
2019-11-03,7.7,6.4,9.4
2019-11-02,9.4,6.3,11.8
2019-11-01,5.9,2.7,10.3
2019-10-31,2.2,-0.7,6.6
2019-10-30,1.2,-0.8,4.1
2019-10-29,3.8,0.9,7.3
2019-10-28,3.8,0.6,7.1
2019-10-27,6.5,0.9,12.3
2019-10-26,11.8,9.3,15.3
2019-10-25,10.3,8.5,12.2
2019-10-24,11.4,8.6,15.2
2019-10-23,10.6,7.7,16.2
2019-10-22,7.7,5.4,11.6
2019-10-21,9.4,6.6,11.4
2019-10-20,10.2,8.2,11.9
2019-10-19,8.7,6,10.2
2019-10-18,8.8,5.9,10.7
2019-10-17,10.5,9.6,11.3
2019-10-16,9,7,10.3
2019-10-15,11.2,8.3,14.3
2019-10-14,14.8,11.6,18
2019-10-13,15.5,12.6,19
2019-10-12,11.9,9,15.9
2019-10-11,9.8,6.8,12.1
2019-10-10,7.6,5.9,10.7
2019-10-09,7.6,6.1,8.8
2019-10-08,9.4,8.2,11.4
2019-10-07,6.9,4,8.8
2019-10-06,6.3,4.6,8.5
2019-10-05,6.3,4.2,8.7
2019-10-04,7.3,4.7,10.8
2019-10-03,5.9,4.6,8.5
2019-10-02,7,4,11.2
2019-10-01,11.7,9.7,13.4
2019-09-30,10.4,8.6,13.3
2019-09-29,11.2,9.6,13.8
2019-09-28,10.8,9.8,12
2019-09-27,11.9,9.7,14.6
2019-09-26,12.8,11.2,14.7
2019-09-25,11.3,10.2,13.4
2019-09-24,10.5,9,13
2019-09-23,11.7,9.7,13.8
2019-09-22,16.4,11.9,22.6
2019-09-21,13.7,6.9,21.2
2019-09-20,9.7,4,16.1
2019-09-19,8.1,3.7,12.9
2019-09-18,7.8,3.2,13
2019-09-17,10.6,5.2,14.4
2019-09-16,13.9,10.4,17.6
2019-09-15,15,10,21.4
2019-09-14,13.9,9.7,19.7
2019-09-13,14.4,10.6,18.6
2019-09-12,15.1,12.3,19.3
2019-09-11,12.4,8.3,15.2
2019-09-10,10.1,4.8,16.2
2019-09-09,8.8,4.3,14.3
2019-09-08,8.4,5.6,11.1
2019-09-07,9.4,7,13.1
2019-09-06,9.8,3.7,15.5
2019-09-05,9.4,5.1,12.7
2019-09-04,13.7,9.5,20.3
2019-09-03,12.2,8.3,17.9
2019-09-02,10.8,5.4,16.9
2019-09-01,12.9,7.3,16.6
2019-08-31,20.8,14.4,27.6
2019-08-30,17.2,12.1,23.5
2019-08-29,18.3,13.2,22.6
2019-08-28,21,18.1,25.4
2019-08-27,22.8,18.2,28.4
2019-08-26,21.7,17.4,26.5
2019-08-25,21,14.7,26.6
2019-08-24,18.8,12.8,25.3
2019-08-23,18.2,12.9,24
2019-08-22,15.8,9.4,21.7
2019-08-21,13.6,8.2,19.8
2019-08-20,12,7.8,16.6
2019-08-19,13.5,9.7,18.3
2019-08-18,15.2,11.1,18.6
2019-08-17,14.4,13.4,15
2019-08-16,13.7,10.4,18.4
2019-08-15,13.3,12.1,16.8
2019-08-14,12.8,8.5,17.5
2019-08-13,10.9,8.2,16.1
2019-08-12,11.9,9.2,17.9
2019-08-11,14.3,10.9,17.8
2019-08-10,16.6,13.9,20.1
2019-08-09,18.2,15,22.2
2019-08-08,16.5,12.4,21.9
2019-08-07,15.3,12.1,19.9
2019-08-06,16.5,14,20.9
2019-08-05,18.6,14.3,21.6
2019-08-04,18.3,11.4,25
2019-08-03,15,12.3,19.6
2019-08-02,16,12.2,21.3
2019-08-01,15.4,10.3,20.7
2019-07-31,14.8,10.5,19.2
2019-07-30,18.7,13.5,24.7
2019-07-29,16.1,11,22.3
2019-07-28,14.5,12.5,15.5
2019-07-27,18.1,15.5,21.6
2019-07-26,25.8,19.2,34.4
2019-07-25,29,22.2,36.3
2019-07-24,26.9,18.5,34.9
2019-07-23,24.2,16.8,31.8
2019-07-22,19.3,13.4,25.6
2019-07-21,16.7,12.5,22.2
2019-07-20,18.9,14.2,26.2
2019-07-19,16.1,13.6,20.5
2019-07-18,17.1,12,22.6
2019-07-17,14.7,8.4,21.8
2019-07-16,13.6,7.2,20.4
2019-07-15,11.7,7.9,15.8
2019-07-14,11.9,10,14.4
2019-07-13,13.6,11,18
2019-07-12,15,11.1,21.1
2019-07-11,14.7,12.7,18.2
2019-07-10,15,7.2,21.6
2019-07-09,11.3,5.8,17.3
2019-07-08,10.2,5.7,13.9
2019-07-07,12.8,7.2,17.7
2019-07-06,16.3,11.5,24.3
2019-07-05,17.2,10.1,24
2019-07-04,15.2,7.9,23.1
2019-07-03,14,9.3,18.8
2019-07-02,13.8,7.5,20.4
2019-07-01,16,9.9,19.8
2019-06-30,23.5,16.1,30.1
2019-06-29,22.4,13.8,30
2019-06-28,18.7,10.8,25.2
2019-06-27,19,13.5,24.5
2019-06-26,24,17.8,30.3
2019-06-25,23.9,17.4,30.5
2019-06-24,21.3,15,27.7
2019-06-23,19,13.4,24.4
2019-06-22,16,9.1,22.5
2019-06-21,12.8,7,18.3
2019-06-20,13.6,9.5,16.9
2019-06-19,18.1,13.8,23.7
2019-06-18,19.4,13.1,24.3
2019-06-17,16.7,10.2,23.4
2019-06-16,13.7,9.7,17.8
2019-06-15,15.5,12.3,19.8
