date,TMK,TNK,TXK
2020-01-16,3.1,-2.4,7.7
2020-01-15,-2.3,-4,-0.9
2020-01-14,-1.2,-2,-0.2
2020-01-13,-0.4,-1.1,0.4
2020-01-12,-2.4,-4.6,0.7
2020-01-11,-1.6,-3.5,-0.7
2020-01-10,3.3,-0.9,5
2020-01-09,2.7,0.8,4.3
2020-01-08,1.7,-2.5,5.3
2020-01-07,-0.9,-2.2,0.3
2020-01-06,-1.8,-3.8,-0.9
2020-01-05,-3.4,-5.5,-1.5
2020-01-04,-1,-3.4,3.1
2020-01-03,1,-2.8,3.3
2020-01-02,3.5,0.1,7.5
2020-01-01,0.9,-2.8,4.8
2019-12-31,1,-1,5.7
2019-12-30,4.6,1.9,7.2
2019-12-29,-3.1,-8,2.2
2019-12-28,-4.9,-6,-3.2
2019-12-27,-2.4,-3.3,-1.5
2019-12-26,-1.1,-2,-0.3
2019-12-25,1,-0.4,2.2
2019-12-24,1,-0.1,2.4
2019-12-23,1.5,0.5,2.3
2019-12-22,0.6,-0.1,2.4
2019-12-21,2.3,0.7,4.8
2019-12-20,3.8,2.9,6.2
2019-12-19,3.6,2.4,5
2019-12-18,6.4,3.4,9.3
2019-12-17,3,0.1,9.4
2019-12-16,2,-0.3,5.6
2019-12-15,1.1,-1.3,4.6
2019-12-14,-0.6,-1.6,0.6
2019-12-13,-3.4,-4.8,-0.9
2019-12-12,-3.2,-5.7,-0.5
2019-12-11,-4.1,-5.1,-2.3
2019-12-10,-1.8,-4.4,-0.1
2019-12-09,1.9,-0.1,3.8
2019-12-08,3.1,1.2,5.6
2019-12-07,2,-2.1,3.2
2019-12-06,-4.3,-6,-1.2
2019-12-05,-5.5,-6,-5
2019-12-04,-2.1,-5.4,0.2
2019-12-03,-1.6,-2.7,-0.5
2019-12-02,-2.6,-4,-1.4
2019-12-01,-3.2,-4.1,-2.4
2019-11-30,-2.2,-3.9,-1.2
2019-11-29,1.4,-3.7,6.4
2019-11-28,4.5,1.4,7.6
2019-11-27,1.4,-0.2,3.2
2019-11-26,0.6,-0.2,1.6
2019-11-25,0.9,0.3,1.5
2019-11-24,1.9,1.1,2.3
2019-11-23,2.7,1.4,3.9
2019-11-22,3.5,2.1,4.4
2019-11-21,5.3,4.4,5.9
2019-11-20,1.8,0,5.8
2019-11-19,0.6,-1.5,4.3
2019-11-18,3.7,-0.5,7
2019-11-17,6,2,8.3
2019-11-16,3.9,1.4,5.1
2019-11-15,3.4,0.4,5
2019-11-14,-0.9,-2.6,0.4
