date,TMK,TNK,TXK
2020-01-16,5.9,-2.3,11.3
2020-01-15,11.5,8.1,12.8
2020-01-14,9.8,8.4,11.8
2020-01-13,7.1,5.3,8.7
2020-01-12,5.6,2.7,8.2
2020-01-11,2.5,-2.7,5.9
2020-01-10,7.5,1.6,10.8
2020-01-09,11.5,9.1,13
2020-01-08,8.7,6.2,10.6
2020-01-07,6.1,3.7,7.9
2020-01-06,5,2.9,6.2
2020-01-05,4.6,0.9,6.7
2020-01-04,4.9,2.6,6.3
2020-01-03,7.4,3.4,9.4
2020-01-02,-0.6,-7.2,5.7
2020-01-01,-2.1,-6.4,7.7
2019-12-31,1.8,-4.2,5
2019-12-30,4.6,-2.5,12.5
2019-12-29,1.7,-4,5.7
2019-12-28,-2.5,-5.8,2.2
2019-12-27,1.3,-4.5,6.5
2019-12-26,4.4,2.4,6.3
2019-12-25,6.7,3.8,8.4
2019-12-24,7.5,4.5,9.6
2019-12-23,7.2,6.4,8.1
2019-12-22,8,6.5,10.1
2019-12-21,8,6.3,10.1
2019-12-20,10.2,2.6,14.3
2019-12-19,11.1,4.7,16.3
2019-12-18,7.5,0.7,10.9
2019-12-17,13,2.4,16.2
2019-12-16,6,-0.5,9.9
2019-12-15,7.1,-0.3,10.4
2019-12-14,5.1,2.9,6.5
2019-12-13,3.7,2.6,5.8
2019-12-12,3.9,2.7,5.4
2019-12-11,3.7,2.4,5.9
2019-12-10,3.3,-2.1,5.7
2019-12-09,6.2,2.8,7.5
2019-12-08,9.1,6.9,10.9
2019-12-07,8.4,7.7,8.9
2019-12-06,5,1.9,8.1
2019-12-05,0.4,-5.1,6.2
2019-12-04,-0.1,-3.8,6.8
2019-12-03,4.6,-1.6,7.2
2019-12-02,2.7,-1.9,5.4
2019-12-01,-1.6,-4.9,2.1
2019-11-30,1,-4.6,6.1
2019-11-29,5,0.9,7.7
2019-11-28,9.5,7.8,11
2019-11-27,10.8,9.6,12
2019-11-26,9.2,4.4,11
2019-11-25,5.3,-0.9,9.3
2019-11-24,2.3,-2.1,11.9
2019-11-23,4.1,-1.3,10.8
2019-11-22,5.4,-1.4,11
2019-11-21,0.5,-4.7,6.8
2019-11-20,1.4,-2.1,4.9
2019-11-19,3.4,-1,6.1
2019-11-18,3.9,2.4,5.5
2019-11-17,0.8,-4.1,3.9
2019-11-16,3.5,-3,8.9
2019-11-15,3,-2.2,7.2
2019-11-14,4.5,-1.8,8.3
2019-11-13,4.7,2,6.1
2019-11-12,4.2,-0.8,7.1
2019-11-11,3.7,-3.5,6.6
2019-11-10,0.7,-3.7,8.7
2019-11-09,3.5,-1.5,7.3
2019-11-08,4,-0.9,10.3
2019-11-07,6.6,0.7,11.1
2019-11-06,6.8,3.8,8.9
2019-11-05,7.9,3.9,11.2
2019-11-04,10.1,5,12.8
2019-11-03,12.3,9.9,14.9
2019-11-02,13.5,11.1,15.8
2019-11-01,7,-1.5,11.9
2019-10-31,0.6,-4.8,10.1
2019-10-30,1.1,-3.6,9.8
2019-10-29,4.6,-1.8,9.9
2019-10-28,5,-0.5,12.3
2019-10-27,9.4,1.8,17.6
2019-10-26,16.5,13.7,20.3
2019-10-25,14.5,12.8,16.5
2019-10-24,14.3,6.2,20.5
2019-10-23,11,5.9,17.9
2019-10-22,10.5,6.8,14.1
2019-10-21,13.5,9.1,18.6
2019-10-20,11.8,10.5,12.6
2019-10-19,12.1,8,15.8
2019-10-18,13.2,8.1,18
2019-10-17,15.1,13.7,17.6
2019-10-16,13.3,10.8,15.6
2019-10-15,15.8,10.7,21.5
2019-10-14,18,12.4,24.3
2019-10-13,19.5,11.9,23.7
2019-10-12,17.1,14.5,19.4
2019-10-11,14.6,12.1,17
2019-10-10,11.7,9.3,14.9
2019-10-09,12.2,10.6,14.9
2019-10-08,12.8,11.5,14.6
2019-10-07,10,3.7,14.5
2019-10-06,7.9,4.1,11
2019-10-05,8.7,3.8,12.5
2019-10-04,10.1,7.4,13
2019-10-03,10.2,7.4,13.8
2019-10-02,9.8,6.2,13.8
2019-10-01,14.4,11,17.9
2019-09-30,13,9.3,15.1
2019-09-29,15.4,14,17.4
2019-09-28,14.9,13.2,17.7
2019-09-27,15.2,11,19.9
2019-09-26,16,12.3,17.7
2019-09-25,15.1,13.1,18.6
2019-09-24,14.3,7.4,20.2
2019-09-23,15.2,8.2,19.6
2019-09-22,16.3,2.9,28.3
2019-09-21,12.2,1.2,25.7
2019-09-20,8.8,0.5,18.5
2019-09-19,8.1,1,15.9
2019-09-18,9.6,2.4,16.4
2019-09-17,12.3,4.3,17.5
2019-09-16,13.5,10.7,15.4
2019-09-15,14.6,3.9,24.6
2019-09-14,11.6,3.4,20.3
2019-09-13,16,7.5,20.2
2019-09-12,17,11.5,23.1
2019-09-11,13.3,4.2,21
2019-09-10,11,2.7,20.5
2019-09-09,12.1,4.5,16.8
2019-09-08,12,8.6,15
2019-09-07,13.4,9.1,19
2019-09-06,11.9,2.7,19.6
2019-09-05,12.7,5.3,18.5
2019-09-04,17.1,11.1,23.7
2019-09-03,14.5,6.6,19.1
2019-09-02,12.6,4.6,20.4
2019-09-01,15.9,7.8,20.2
2019-08-31,21.9,10.1,32.7
2019-08-30,18,11.9,25.8
2019-08-29,19.9,14.5,25.2
2019-08-28,22.7,15.2,32.2
2019-08-27,22.1,13.2,32.7
2019-08-26,22.1,13.6,33
2019-08-25,21.2,10.7,30.8
2019-08-24,19.1,7.7,29.9
2019-08-23,17.6,7,27.2
2019-08-22,16.6,6.7,26.6
2019-08-21,14.3,7.1,22.2
2019-08-20,15,7.5,21.2
2019-08-19,16.2,10.2,21.8
