date,TMK,TNK,TXK
2020-01-16,5.3,-1,9.2
2020-01-15,8.7,7.1,10.5
2020-01-14,7.3,5.5,9.8
2020-01-13,4.5,3.4,5.6
2020-01-12,2.1,-0.8,4.8
2020-01-11,2.2,-0.6,4
2020-01-10,5.6,2.4,7.8
2020-01-09,8.8,7.8,9.8
2020-01-08,5.8,2.8,8.1
2020-01-07,2.4,-0.3,4.8
2020-01-06,2.1,-0.4,4.4
2020-01-05,3.4,2.5,4.5
2020-01-04,3.3,2.2,4.6
2020-01-03,4.9,2.4,7.7
2020-01-02,-0.5,-3.5,2.4
2020-01-01,-0.2,-3.2,4.1
2019-12-31,1.5,-2.5,6.2
2019-12-30,1.3,-2.5,8.4
2019-12-29,-0.8,-3.2,3.1
2019-12-28,-1.8,-4.5,0.7
2019-12-27,1.8,-3.1,3.9
2019-12-26,3.2,1.9,4
2019-12-25,5.1,3.1,6.5
2019-12-24,5.4,3.6,7.2
2019-12-23,5.4,4.6,6
2019-12-22,5.7,4.3,6.9
2019-12-21,5.6,2.9,7.3
2019-12-20,8,5.5,10.2
2019-12-19,8.6,5.7,11.9
2019-12-18,5.9,2.3,8.7
2019-12-17,10,6.5,12.5
2019-12-16,6,-0.4,8.2
2019-12-15,4.4,-0.9,7.7
2019-12-14,3,0.5,4.4
2019-12-13,1,-0.2,3.6
2019-12-12,1.7,0.7,2.7
2019-12-11,0.9,0.2,2
2019-12-10,1.2,-0.9,3.2
2019-12-09,4.2,1.4,5.3
2019-12-08,6.5,4.1,8.5
2019-12-07,6,5.1,6.8
2019-12-06,0.7,-3.2,5.1
2019-12-05,-1.2,-4.4,1.5
2019-12-04,1,-2.2,5.1
2019-12-03,3.8,1.1,4.9
2019-12-02,0.4,-2.2,3.3
2019-12-01,0.2,-2.7,1.9
2019-11-30,-0.5,-3.4,1.8
2019-11-29,3.4,0.7,6.2
2019-11-28,7.4,6.1,8.6
2019-11-27,8.3,7.5,9.4
2019-11-26,7,5.3,8.5
2019-11-25,5.2,1.6,8.2
2019-11-24,5,1.6,9.9
2019-11-23,6.7,2.2,11.5
2019-11-22,3.1,0,6.5
2019-11-21,1,-3,4.1
2019-11-20,0.5,-1.7,3.1
2019-11-19,1.8,0.7,3.3
2019-11-18,1.9,0.1,2.9
2019-11-17,1.5,-2.6,5.1
2019-11-16,1.9,-2.3,5.9
2019-11-15,3.1,0.8,5.8
2019-11-14,3.8,1.6,6.1
2019-11-13,2.2,0.1,3.4
2019-11-12,2.3,-0.8,4.5
2019-11-11,1.9,-0.3,3.7
2019-11-10,0.9,-2.7,7.5
2019-11-09,2.7,-0.6,4.5
2019-11-08,2.9,-0.7,7.9
2019-11-07,5.6,0.8,7.7
2019-11-06,6.1,4.5,7.6
2019-11-05,6.6,4.6,9
2019-11-04,8.2,6.5,9.1
2019-11-03,9.7,7.9,12
2019-11-02,11.2,8.5,13
2019-11-01,4.9,1.4,9.8
2019-10-31,3.3,0,8
2019-10-30,2.6,-1.5,6.9
2019-10-29,4.7,0,9.9
2019-10-28,3.5,-0.2,7.8
2019-10-27,7.8,1.5,14.5
2019-10-26,13.3,11,17.2
2019-10-25,12.3,10.7,15.2
2019-10-24,13,9,17.9
2019-10-23,11.4,6.8,17.5
2019-10-22,9,5.6,12.6
2019-10-21,12.3,8.5,16.1
2019-10-20,11.5,9.5,13.4
2019-10-19,10,6.2,12.3
2019-10-18,10.5,7.1,14.7
2019-10-17,12.2,10.9,15.1
2019-10-16,10.7,9.5,11.8
2019-10-15,13.7,9.8,18.5
