date,TMK,TNK,TXK
2020-01-16,6.2,5.2,8.1
2020-01-15,10.9,5.8,12.9
2020-01-14,8.1,5.1,11.6
2020-01-13,5.8,4.5,7.2
2020-01-12,6.1,4.9,8
2020-01-11,4.2,1.2,6.3
2020-01-10,8,4.3,11.4
2020-01-09,8.1,1.4,11.4
2020-01-08,7.8,4.4,10.2
2020-01-07,5.3,1.5,7.7
2020-01-06,5.2,2.4,6.1
2020-01-05,3.2,-0.1,5.8
2020-01-04,4.6,0.1,7.4
2020-01-03,5.5,3.4,7.8
2020-01-02,-0.5,-2.1,3.4
2020-01-01,1.5,-1.9,4.3
2019-12-31,5,0.7,7.8
2019-12-30,5.8,3.7,7.5
2019-12-29,0.7,-1.8,3.9
2019-12-28,0.5,-0.6,2
2019-12-27,2.2,-0.1,3.2
2019-12-26,5.2,2.5,6.8
2019-12-25,5,3.8,6.4
2019-12-24,5.8,2.8,6.9
2019-12-23,6.6,4.5,8
2019-12-22,3.7,2.4,4.6
2019-12-21,6.6,4.3,8.7
2019-12-20,6.7,4.5,8.8
2019-12-19,6.4,3.9,9.2
2019-12-18,6.3,2.9,10.4
2019-12-17,8.5,5,12.2
2019-12-16,5.6,4,7.5
2019-12-15,5.5,2.2,8.1
2019-12-14,3.8,0.7,5.7
2019-12-13,1.9,0.7,3.1
2019-12-12,4.2,2.8,5.4
2019-12-11,4.8,4.1,5.4
2019-12-10,3,-0.4,5.3
2019-12-09,5.8,2.2,7.2
2019-12-08,8.1,5.7,9.8
2019-12-07,7.9,6.6,9.1
2019-12-06,5.8,3.4,7.8
2019-12-05,3.2,0.5,5.6
2019-12-04,5.4,3.2,6.3
2019-12-03,4.2,-1.8,7.3
2019-12-02,2.8,0.6,5.9
2019-12-01,1.4,-0.1,3.8
2019-11-30,2.1,-0.7,5.4
2019-11-29,2.9,-1.1,6.1
2019-11-28,8.6,6,9.8
2019-11-27,7.8,7.1,8.5
2019-11-26,6.1,4.9,7.7
2019-11-25,5.2,4.7,5.9
2019-11-24,4.6,3.9,5.3
2019-11-23,7,5.2,8.7
2019-11-22,7.4,6.1,8.6
2019-11-21,5.8,1.4,8.8
2019-11-20,3.5,2,4.4
2019-11-19,6.2,3.2,8.5
2019-11-18,7.7,5.6,8.8
2019-11-17,4.4,0.7,7.5
2019-11-16,6.5,3.2,8.2
2019-11-15,6,3.7,8.3
2019-11-14,4.5,0.7,7
2019-11-13,4.3,2.2,5.8
2019-11-12,5.4,2.8,7.2
2019-11-11,2.9,1.6,4.8
2019-11-10,4.9,2.1,8.4
2019-11-09,4.7,0.8,7.8
2019-11-08,5.5,1.6,8.9
2019-11-07,5.3,3.1,8.4
2019-11-06,5.9,4.3,6.9
2019-11-05,8.1,6.8,9.3
2019-11-04,10,8.1,11
2019-11-03,10.5,7.3,12.4
2019-11-02,9.8,5.4,14.2
2019-11-01,3.2,1.1,5.4
2019-10-31,1.9,-2.9,8.3
2019-10-30,2,-2.1,9.1
2019-10-29,5.1,-0.3,9.5
2019-10-28,7.6,2.5,11.8
2019-10-27,10.4,7.6,14.7
2019-10-26,15.5,13.2,17.8
2019-10-25,13.2,11.9,14.8
2019-10-24,12.7,11.3,14
2019-10-23,11.7,8.7,14.4
2019-10-22,11.4,8.3,13.6
2019-10-21,12.1,9.9,14.1
2019-10-20,11.2,8.7,13.3
2019-10-19,11.7,9,14.4
2019-10-18,13.1,9.9,16.4
2019-10-17,13.1,11.8,14.9
2019-10-16,12.4,9.5,14.3
2019-10-15,14.4,10.2,19.8
2019-10-14,14.2,12.4,16.6
2019-10-13,13.9,10.4,18.7
2019-10-12,12.5,10.6,14.2
2019-10-11,13,10.4,14.5
2019-10-10,10.3,8.2,13
2019-10-09,11.5,9.1,13.9
2019-10-08,10.8,7.6,15.3
2019-10-07,7,0.6,11.2
2019-10-06,7.2,0.8,10.8
2019-10-05,9,6.9,11.6
2019-10-04,8.9,7.3,10.8
2019-10-03,9.1,6.8,12.6
2019-10-02,9.2,4.4,13.2
2019-10-01,9.8,7.2,11.5
2019-09-30,13.2,10.3,15.9
2019-09-29,13.7,12.7,15.1
2019-09-28,14.8,12.5,17.5
2019-09-27,15.1,12.1,18
2019-09-26,14.4,10.6,16.8
2019-09-25,14.6,13.5,16.5
2019-09-24,15.9,13.8,19.9
2019-09-23,15.8,11.6,21.2
2019-09-22,14.8,5.6,22.6
2019-09-21,13.8,7.2,21
2019-09-20,12.5,6.3,16.6
2019-09-19,10.6,6,15.5
2019-09-18,10.6,7.3,14.9
2019-09-17,10.9,7.3,14.3
2019-09-16,12.1,7.8,16.2
2019-09-15,13.7,10.5,17.1
2019-09-14,12.1,5.5,18.3
2019-09-13,15.2,7.7,18.7
2019-09-12,15.9,12.9,19.6
2019-09-11,14.5,9.8,19.6
2019-09-10,14.3,12.2,17.9
2019-09-09,13.1,9,17.2
2019-09-08,12.3,6.3,19.3
2019-09-07,13.7,7.5,18.9
2019-09-06,13.3,8.7,17
2019-09-05,13.1,9,17
2019-09-04,16.1,13.1,20.2
2019-09-03,15.4,12.3,20.3
2019-09-02,14.1,10.8,18.6
2019-09-01,18,11.4,23.9
2019-08-31,21.5,11,29.7
2019-08-30,17.9,11.5,24.8
2019-08-29,19.7,13.1,24.8
2019-08-28,24.6,18.8,31.9
2019-08-27,22.3,15.8,30.2
2019-08-26,23.3,16.2,30
2019-08-25,21.5,13,27.8
2019-08-24,19.5,10.5,26.3
2019-08-23,17.6,9.2,24.7
2019-08-22,17.7,8.5,25.2
2019-08-21,15.1,8.7,20.7
2019-08-20,16.4,11.3,21.8
2019-08-19,16.2,11.4,21.8
2019-08-18,16.5,12.9,18.5
2019-08-17,17.6,14.9,20.7
2019-08-16,17.6,15,21.3
2019-08-15,15.7,13,18.1
2019-08-14,15.1,10.2,20.5
