date,TMK,TNK,TXK
2020-01-16,5.6,3.1,9.5
2020-01-15,11.2,5.6,13.6
2020-01-14,9.1,6,11.8
2020-01-13,6,3.8,8.2
2020-01-12,6,4.7,8.6
2020-01-11,3.7,0.5,5.9
2020-01-10,7.7,4.1,11.5
2020-01-09,10.3,8.5,12.1
2020-01-08,8.6,6.9,10.5
2020-01-07,5.4,1.2,7.6
2020-01-06,4.5,0.6,6.2
2020-01-05,3.5,-1.4,6
2020-01-04,4.5,1.5,7.4
2020-01-03,6.1,3.7,8.2
2020-01-02,-1.3,-5,3.9
2020-01-01,-1.9,-3.2,0.6
2019-12-31,4.6,-0.8,8.2
2019-12-30,5.2,2.9,7.8
2019-12-29,-0.3,-3.4,4
2019-12-28,-1.5,-4.5,0.6
2019-12-27,2.5,-2.4,4
2019-12-26,4.7,3.6,6.4
2019-12-25,5.6,5,6.9
2019-12-24,5.7,4.9,7.1
2019-12-23,7.2,5.8,8.1
2019-12-22,5.7,3.4,7.6
2019-12-21,7.1,3.8,9.5
2019-12-20,7.5,3.7,9.8
2019-12-19,7.9,2.7,12.8
2019-12-18,6.2,2.8,10.8
2019-12-17,9.9,5.2,13.3
2019-12-16,6,3.4,7.9
2019-12-15,6.2,2.3,8.8
2019-12-14,4.6,2.2,6.8
2019-12-13,1.5,0.4,2.8
2019-12-12,3.6,0.9,5.3
2019-12-11,4.7,3.7,6
2019-12-10,3.6,0.2,5.8
2019-12-09,5.9,3.7,6.7
2019-12-08,8.4,4,10.1
2019-12-07,8.4,7.2,9.5
2019-12-06,5.1,1.9,7.5
2019-12-05,0.7,-2.8,3.2
2019-12-04,3.6,-1.3,6.4
2019-12-03,5.5,1.8,7.2
2019-12-02,2.7,0.3,6.4
2019-12-01,1.5,-0.1,2.9
2019-11-30,2.7,-0.2,6.4
2019-11-29,4.1,0.9,7.2
2019-11-28,9.3,7.1,10.4
2019-11-27,8.9,7.5,9.8
2019-11-26,6.8,4,9.4
2019-11-25,4.9,4,5.7
2019-11-24,5.5,4.4,6.7
2019-11-23,7.4,6.4,8.6
2019-11-22,5.5,3.5,7.6
2019-11-21,4.4,2.4,6.3
2019-11-20,2.7,1.1,3.5
2019-11-19,6.1,3.3,8.5
2019-11-18,5.7,4.4,6.6
2019-11-17,2.9,-0.7,6
2019-11-16,4.6,1.3,6.2
2019-11-15,4.7,2.5,6.5
2019-11-14,4.1,0.9,7.5
2019-11-13,3.8,0.4,6.2
2019-11-12,5,1.8,7.9
2019-11-11,2.6,-1.1,5.5
2019-11-10,2.9,-0.4,7.6
2019-11-09,5.2,2.6,8.8
2019-11-08,5.5,2.2,9.4
