date,TMK,TNK,TXK
2020-01-16,5.5,-0.6,11.3
2020-01-15,11.5,9.9,13.9
2020-01-14,8,2.4,10.7
2020-01-13,5.3,2.3,9
2020-01-12,3.6,-0.2,6.4
2020-01-11,4.3,1.3,7.1
2020-01-10,9.1,4.9,10.9
2020-01-09,8.8,7.4,10.6
2020-01-08,7.4,3.9,10
2020-01-07,3,-2,6.5
2020-01-06,4.5,-1.5,7.5
2020-01-05,2.4,-1.5,5.1
2020-01-04,4.3,1.5,6.4
2020-01-03,4.4,-0.4,7.6
2020-01-02,-1.5,-6.1,4.2
2020-01-01,-1,-5.6,2.2
2019-12-31,5.2,1.6,8
2019-12-30,3.9,0.5,7.9
2019-12-29,-1.5,-5.2,1.6
2019-12-28,-1.1,-3.8,1.7
2019-12-27,2.5,-0.6,3.6
2019-12-26,4.6,3.1,6.4
2019-12-25,5.5,4.7,6.3
2019-12-24,5.8,3.6,7.4
2019-12-23,6.7,3.4,8.7
2019-12-22,1.3,-1.6,3.9
2019-12-21,5.1,-1.1,9.6
2019-12-20,4.6,-0.2,10.1
2019-12-19,3.7,0.5,7.1
2019-12-18,7.3,-1,15.4
2019-12-17,9.4,2.2,14.2
2019-12-16,5.4,1.1,8.2
2019-12-15,5.5,2,9.7
2019-12-14,3.7,1.8,5.9
2019-12-13,1,-0.7,2.6
2019-12-12,2.1,0.4,4.3
2019-12-11,2.6,0.5,3.7
2019-12-10,3,1,6
2019-12-09,6.7,4.1,9
2019-12-08,8.6,6,11.5
2019-12-07,8.5,6.7,9.8
2019-12-06,3,-0.3,6.8
2019-12-05,-0.2,-3.9,5.9
2019-12-04,3.6,-2.8,7.9
2019-12-03,4,0.4,6.4
2019-12-02,3.1,1.4,5.1
2019-12-01,0.8,-3,2.4
2019-11-30,1.7,-0.7,5.3
2019-11-29,4.8,-1,8.8
2019-11-28,10.2,8.8,12.3
2019-11-27,7.1,5.3,9.1
2019-11-26,5.6,3.5,7.4
2019-11-25,4.7,3,5.4
2019-11-24,4.7,2.3,6.4
2019-11-23,6.2,3.1,7.7
2019-11-22,6.5,4.5,8.4
2019-11-21,6.7,4.8,7.9
2019-11-20,4.7,3.4,6
2019-11-19,5.5,3.4,8.4
2019-11-18,5.8,3.8,7.2
2019-11-17,2.6,-2.5,6.3
2019-11-16,4.4,-0.6,6.4
2019-11-15,5.7,1.9,8.9
2019-11-14,4.1,-0.4,8.9
2019-11-13,3.8,-0.6,7.2
2019-11-12,4.8,2.4,9.1
2019-11-11,1.4,-1.4,4
2019-11-10,2.9,-1.4,9.4
2019-11-09,5.7,2,8.2
2019-11-08,5.7,1.2,8.8
2019-11-07,7.5,3.5,11.4
2019-11-06,8.1,6.3,9.5
2019-11-05,8.7,6.3,10.9
2019-11-04,10.2,6.3,13.9
2019-11-03,12.1,9,15.5
2019-11-02,11.2,7.1,17.3
2019-11-01,2.2,-4.3,7.1
2019-10-31,0.4,-4.7,8.1
2019-10-30,1.7,-3.2,9.4
2019-10-29,4.9,-1.1,10.3
2019-10-28,8.3,4,12.8
2019-10-27,11.5,7.3,16.6
2019-10-26,15.1,10.9,20.1
2019-10-25,13,9.2,17.2
2019-10-24,12.7,8.6,18.2
2019-10-23,11.4,5.1,17.2
2019-10-22,11.9,5.6,16.1
2019-10-21,14,8.8,20.1
2019-10-20,14.1,9.9,18.3
